defaultGU,Interaction,Signals,Success rate
50,8147.97,31380.6,97.66821385000001
100,6482.93,24720.1,96.71962775999997
200,5208.13,19615.66,95.24856308
400,4137.56,15283.04,92.49235163999998
800,3173.95,11062.54,86.77481984000002
1600,2353.7,7036.5,76.71434661
