defaultGU,Interaction,Signals,Success rate
5,15488.06,60741.1,97.01073027999999
10,11834.13,46125.38,95.85797344000002
25,8568.03,33060.94,93.67759269999996
50,6894.39,26366.26,91.34477687
100,5670.5,21470.46,88.14633706999993
200,4731.93,17712.14,83.45678547000001
400,3941.9,14508.38,75.54677542000002
800,3213.55,11297.0,61.81116842999998
1600,2613.8,8337.0,44.70462420000002
